name,latin_name,hindi_name,preview,rasa,guna,virya,vipaka,prabhava,pacify_dosha,aggravate_dosha,tridosha,category,therapeutic_uses,contraindications,source_url,pacify_vata,pacify_pitta,pacify_kapha,aggravate_vata,aggravate_pitta,aggravate_kapha
Masha Taila,,,"Oil prepared from Black Gram is a potent Vata-pacifying oil used for paralysis, deafness, and nerve weakness.",Madhura,"Guru, Snigdha",Ushna,Madhura,"Vatahara, Balya",Vata,"Pitta, Kapha",False,Strengthening,"Oil prepared from Black Gram is a potent Vata-pacifying oil used for paralysis, deafness, and nerve weakness.; Strengthening","Use with caution in Pitta aggravation, high acidity, inflammatory conditions; May aggravate Pitta dosha; avoid in burning sensation, ulcers, bleeding disorders; May aggravate Kapha dosha; avoid in congestion, obesity, lethargy conditions; Consult an Ayurvedic practitioner before use during pregnancy or lactation",/p/masha-taila.html,1,0,0,0,1,1
Matulunga rasa,,,"The juice of Citron fruit is an excellent appetizer, digestive, and remedy for nausea and vomiting.",Amla,"Laghu, Tikshna",Ushna,Madhura,"Deepana, Hridaya",Vata,Pitta,False,"Cardiac, Digestive","Cardiac; Digestive; The juice of Citron fruit is an excellent appetizer, digestive, and remedy for nausea and vomiting.","Use with caution in Pitta aggravation, high acidity, inflammatory conditions; May aggravate Pitta dosha; avoid in burning sensation, ulcers, bleeding disorders; Consult an Ayurvedic practitioner before use during pregnancy or lactation",/p/Matulunga-rasa.html,1,0,0,0,1,0
Nimba Beeja,,,Neem seed is a powerful anti-parasitic and is used to extract Neem oil for skin diseases.,Tikta,"Snigdha, Tikshna",Ushna,Katu,"Krimighna, Kushtaghna","Pitta, Kapha",Vata,False,"Anti-parasitic, Dermatological",Anti-parasitic; Dermatological; Neem seed is a powerful anti-parasitic and is used to extract Neem oil for skin diseases.,"Use with caution in Pitta aggravation, high acidity, inflammatory conditions; May aggravate Vata dosha; avoid in dry skin, constipation, anxiety conditions; Consult an Ayurvedic practitioner before use during pregnancy or lactation",/p/nimba-beeja.html,0,1,1,1,0,0
Patola Patra,,,The leaf of Patola is a potent blood purifier and is used to treat skin diseases and fevers.,Tikta,"Laghu, Ruksha",Sheeta,Katu,"Raktashodhak, Kushtaghna","Pitta, Kapha",Vata,False,"Blood Purification, Dermatological",Blood Purification; Dermatological; The leaf of Patola is a potent blood purifier and is used to treat skin diseases and fevers.,"Use with caution in Kapha aggravation, cold conditions, low digestive fire; May aggravate Vata dosha; avoid in dry skin, constipation, anxiety conditions; Consult an Ayurvedic practitioner before use during pregnancy or lactation",/p/patola-patra.html,0,1,1,1,0,0
Vajrakapata rasa,,,A herbo-mineral formulation used for malabsorption and chronic diarrhea.,Kashaya,Laghu,Sheeta,Madhura,Grahi,"Vata, Pitta",Kapha,False,Digestive,A herbo-mineral formulation used for malabsorption and chronic diarrhea.; Digestive,"Use with caution in Kapha aggravation, cold conditions, low digestive fire; May aggravate Kapha dosha; avoid in congestion, obesity, lethargy conditions; Consult an Ayurvedic practitioner before use during pregnancy or lactation",/p/Vajrakapata-rasa.html,1,1,0,0,0,1
Vyaghri Haritaki,,,"A formulation of Kantakari and Haritaki, used for chronic cough, asthma, and other respiratory ailments.","Katu, Tikta, Kashaya",Laghu,Ushna,Katu,"Kasahara, Shwasahara","Vata, Kapha",Pitta,False,Respiratory,"A formulation of Kantakari and Haritaki, used for chronic cough, asthma, and other respiratory ailments.; Respiratory","Use with caution in Pitta aggravation, high acidity, inflammatory conditions; May aggravate Pitta dosha; avoid in burning sensation, ulcers, bleeding disorders; Consult an Ayurvedic practitioner before use during pregnancy or lactation",/p/vyaghri-haritaki.html,1,0,1,0,1,0
Somaraji Taila,,,"Medicated oil with Bakuchi, used externally for leucoderma (vitiligo) and other chronic skin diseases.",Tikta,Tikshna,Ushna,Katu,"Kushtaghna, Varnya","Kapha, Vata",Pitta,False,Dermatological,"Dermatological; Medicated oil with Bakuchi, used externally for leucoderma (vitiligo) and other chronic skin diseases.","Use with caution in Pitta aggravation, high acidity, inflammatory conditions; May aggravate Pitta dosha; avoid in burning sensation, ulcers, bleeding disorders; Consult an Ayurvedic practitioner before use during pregnancy or lactation",/p/somaraji-taila.html,1,0,1,0,1,0
Patolamuladi Kwath,,,"A bitter decoction used for a variety of skin diseases, fevers, and liver issues. Excellent Pitta pacifier.",Tikta,Laghu,Sheeta,Katu,"Kushtaghna, Vishaghna","Pitta, Kapha",Vata,False,"Anti-toxic, Dermatological","A bitter decoction used for a variety of skin diseases, fevers, and liver issues. Excellent Pitta pacifier.; Anti-toxic; Dermatological","Use with caution in Kapha aggravation, cold conditions, low digestive fire; May aggravate Vata dosha; avoid in dry skin, constipation, anxiety conditions; Consult an Ayurvedic practitioner before use during pregnancy or lactation",/p/patolamuladi-kwath.html,0,1,1,1,0,0
Parpatakarishta,,,"A fermented tonic of Parpataka, used for chronic fevers and associated liver and spleen enlargement.",Tikta,Laghu,Sheeta,Katu,"Jwaraghna, Yakrituttejaka","Pitta, Kapha",Vata,False,"Anti-pyretic, Hepatoprotective","A fermented tonic of Parpataka, used for chronic fevers and associated liver and spleen enlargement.; Anti-pyretic; Hepatoprotective","Use with caution in Kapha aggravation, cold conditions, low digestive fire; May aggravate Vata dosha; avoid in dry skin, constipation, anxiety conditions; Consult an Ayurvedic practitioner before use during pregnancy or lactation",/p/parpatakarishta.html,0,1,1,1,0,0
Kusumbha,,,"Safflower seeds and oil are used for their laxative properties and in managing heart conditions, but are very heating.","Katu, Madhura","Guru, Tikshna",Ushna,Katu,"Virechana, Hridaya","Vata, Kapha",Pitta,False,"Cardiac, Purgative","Cardiac; Purgative; Safflower seeds and oil are used for their laxative properties and in managing heart conditions, but are very heating.","Use with caution in Pitta aggravation, high acidity, inflammatory conditions; May aggravate Pitta dosha; avoid in burning sensation, ulcers, bleeding disorders; Consult an Ayurvedic practitioner before use during pregnancy or lactation",/p/kusumbha.html,1,0,1,0,1,0
Akhuparni,,,"Ipomoea reniformis is a diuretic and anti-inflammatory herb, used in traditional medicine for urinary disorders.",Tikta,Laghu,Sheeta,Katu,"Mutrala, Shothahara","Pitta, Kapha",Vata,False,"Anti-inflammatory, Urinary","Anti-inflammatory; Ipomoea reniformis is a diuretic and anti-inflammatory herb, used in traditional medicine for urinary disorders.; Urinary","Use with caution in Kapha aggravation, cold conditions, low digestive fire; May aggravate Vata dosha; avoid in dry skin, constipation, anxiety conditions; Consult an Ayurvedic practitioner before use during pregnancy or lactation",/p/akhuparni.html,0,1,1,1,0,0
Amalaka rasayana,,,"A specific rejuvenative preparation of Amla, used to enhance vitality and promote longevity.","Amla, Madhura",Snigdha,Sheeta,Madhura,"rasayan, Chakshushya",tridosha,,True,"Ophthalmological, Rejuvenation","A specific rejuvenative preparation of Amla, used to enhance vitality and promote longevity.; Ophthalmological; Rejuvenation","Use with caution in Kapha aggravation, cold conditions, low digestive fire; Consult an Ayurvedic practitioner before use during pregnancy or lactation",/p/amalaka-rasayana.html,1,1,1,0,0,0
Amrita Ghrita,,,"Medicated ghee of Giloy, used as a potent rejuvenator, immunomodulator, and for treating chronic fevers.","Tikta, Madhura","Snigdha, Guru",Sheeta,Madhura,"rasayan, Jwaraghna",tridosha,,True,"Anti-pyretic, Rejuvenation","Anti-pyretic; Medicated ghee of Giloy, used as a potent rejuvenator, immunomodulator, and for treating chronic fevers.; Rejuvenation","Use with caution in Kapha aggravation, cold conditions, low digestive fire; Consult an Ayurvedic practitioner before use during pregnancy or lactation",/p/amrita-ghrita.html,1,1,1,0,0,0
Aragvadhadi Kwath,,,"A decoction led by Aragwadha, used for skin diseases, vomiting, and as a mild laxative.",Tikta,Laghu,Sheeta,Katu,"Kushtaghna, Virechana","Pitta, Kapha",Vata,False,"Dermatological, Purgative","A decoction led by Aragwadha, used for skin diseases, vomiting, and as a mild laxative.; Dermatological; Purgative","Use with caution in Kapha aggravation, cold conditions, low digestive fire; May aggravate Vata dosha; avoid in dry skin, constipation, anxiety conditions; Consult an Ayurvedic practitioner before use during pregnancy or lactation",/p/aragvadhadi-kwath.html,0,1,1,1,0,0
Ardraka Svarasa,,,"Fresh Ginger juice is a powerful appetizer and carminative, used for loss of appetite, nausea, and colds.",Katu,"Laghu, Tikshna",Ushna,Madhura,"Deepana, Pachana","Vata, Kapha",Pitta,False,Digestive,"Digestive; Fresh Ginger juice is a powerful appetizer and carminative, used for loss of appetite, nausea, and colds.","Use with caution in Pitta aggravation, high acidity, inflammatory conditions; May aggravate Pitta dosha; avoid in burning sensation, ulcers, bleeding disorders; Consult an Ayurvedic practitioner before use during pregnancy or lactation",/p/ardraka-Svarasa.html,1,0,1,0,1,0
Asanadi Kwath,,,"A decoction with Asana as the main herb, used for managing diabetes and related complications.","Kashaya, Tikta","Laghu, Ruksha",Sheeta,Katu,"Pramehaghna, Kushtaghna","Kapha, Pitta",Vata,False,Dermatological,"A decoction with Asana as the main herb, used for managing diabetes and related complications.; Dermatological","Use with caution in Kapha aggravation, cold conditions, low digestive fire; May aggravate Vata dosha; avoid in dry skin, constipation, anxiety conditions; Consult an Ayurvedic practitioner before use during pregnancy or lactation",/p/asanadi-kwath.html,0,1,1,1,0,0
Ashoka Ghrita,,,"Medicated ghee of Ashoka, used as a uterine tonic to treat gynecological disorders and menorrhagia.","Kashaya, Tikta","Snigdha, Guru",Sheeta,Katu,"Yonirogahara, Raktastambhana",Pitta,"Vata, Kapha",False,General Wellness,"Medicated ghee of Ashoka, used as a uterine tonic to treat gynecological disorders and menorrhagia.","Use with caution in Kapha aggravation, cold conditions, low digestive fire; May aggravate Vata dosha; avoid in dry skin, constipation, anxiety conditions; May aggravate Kapha dosha; avoid in congestion, obesity, lethargy conditions; Consult an Ayurvedic practitioner before use during pregnancy or lactation",/p/ashoka-ghrita.html,0,1,0,1,0,1
Ajamoda Arka,,,"A distilled water extract of Ajamoda, used for improving digestion, relieving gas, and abdominal pain.","Katu, Tikta","Laghu, Tikshna",Ushna,Katu,"Deepana, Pachana, Shoolaghna","Vata, Kapha",Pitta,False,"Analgesic, Digestive","A distilled water extract of Ajamoda, used for improving digestion, relieving gas, and abdominal pain.; Analgesic; Digestive","Use with caution in Pitta aggravation, high acidity, inflammatory conditions; May aggravate Pitta dosha; avoid in burning sensation, ulcers, bleeding disorders; Consult an Ayurvedic practitioner before use during pregnancy or lactation",/p/ajamoda-arka.html,1,0,1,0,1,0
Arjuna Twak,,,"The bark of the Arjuna tree is the primary part used, renowned as the best Ayurvedic cardiotonic.",Kashaya,"Laghu, Ruksha",Sheeta,Katu,"Hridaya, Raktastambhana","Pitta, Kapha",Vata,False,Cardiac,"Cardiac; The bark of the Arjuna tree is the primary part used, renowned as the best Ayurvedic cardiotonic.","Use with caution in Kapha aggravation, cold conditions, low digestive fire; May aggravate Vata dosha; avoid in dry skin, constipation, anxiety conditions; Consult an Ayurvedic practitioner before use during pregnancy or lactation",/p/arjuna-twak.html,0,1,1,1,0,0
Bakuchi Taila,,,"Medicated oil of Bakuchi, used externally for leucoderma (vitiligo) and other chronic skin diseases.",Tikta,"Snigdha, Tikshna",Ushna,Katu,"Kushtaghna, Varnya","Kapha, Vata",Pitta,False,Dermatological,"Dermatological; Medicated oil of Bakuchi, used externally for leucoderma (vitiligo) and other chronic skin diseases.","Use with caution in Pitta aggravation, high acidity, inflammatory conditions; May aggravate Pitta dosha; avoid in burning sensation, ulcers, bleeding disorders; Consult an Ayurvedic practitioner before use during pregnancy or lactation",/p/bakuchi-taila.html,1,0,1,0,1,0
Caturjata Churna,,,"A formulation of four aromatic herbs (Cinnamon, Cardamom, Bay Leaf, Nagakesara) used as a digestive and stimulant.","Katu, Madhura","Laghu, Tikshna",Ushna,Katu,"Deepana, Pachana","Kapha, Vata",Pitta,False,Digestive,"A formulation of four aromatic herbs (Cinnamon, Cardamom, Bay Leaf, Nagakesara) used as a digestive and stimulant.; Digestive","Use with caution in Pitta aggravation, high acidity, inflammatory conditions; May aggravate Pitta dosha; avoid in burning sensation, ulcers, bleeding disorders; Consult an Ayurvedic practitioner before use during pregnancy or lactation",/p/caturjata-churna.html,1,0,1,0,1,0
Dhatri Loha,,,"A herbo-mineral formulation with Amla (Dhatri) and Iron (Loha), used for anemia, jaundice, and hyperacidity.","Amla, Madhura",Laghu,Sheeta,Madhura,"Raktavardhak, Amlapittahara",Pitta,Vata,False,Blood Purification,"A herbo-mineral formulation with Amla (Dhatri) and Iron (Loha), used for anemia, jaundice, and hyperacidity.; Blood Purification","Use with caution in Kapha aggravation, cold conditions, low digestive fire; May aggravate Vata dosha; avoid in dry skin, constipation, anxiety conditions; Consult an Ayurvedic practitioner before use during pregnancy or lactation",/p/dhatri-loha.html,0,1,0,1,0,0
Drakshavaleha,,,"A jam-like preparation of Grapes, used to treat anemia, jaundice, and as a nourishing tonic.","Madhura, Amla","Guru, Snigdha",Sheeta,Madhura,"Raktavardhak, Balya","Vata, Pitta",Kapha,False,"Blood Purification, Strengthening","A jam-like preparation of Grapes, used to treat anemia, jaundice, and as a nourishing tonic.; Blood Purification; Strengthening","Use with caution in Kapha aggravation, cold conditions, low digestive fire; May aggravate Kapha dosha; avoid in congestion, obesity, lethargy conditions; Consult an Ayurvedic practitioner before use during pregnancy or lactation",/p/drakshavaleha.html,1,1,0,0,0,1
Godugdha,,,"Cow's Milk is considered a supreme rejuvenator (rasayana), nourishing all tissues and pacifying Vata and Pitta.",Madhura,"Guru, Snigdha",Sheeta,Madhura,"Jivaniya, rasayan, Medhya","Vata, Pitta",Kapha,False,"Neurological, Rejuvenation","Cow's Milk is considered a supreme rejuvenator (rasayana), nourishing all tissues and pacifying Vata and Pitta.; Neurological; Rejuvenation","Use with caution in Kapha aggravation, cold conditions, low digestive fire; May aggravate Kapha dosha; avoid in congestion, obesity, lethargy conditions; Consult an Ayurvedic practitioner before use during pregnancy or lactation",/p/godugdha.html,1,1,0,0,0,1
