name,latin_name,hindi_name,preview,rasa,guna,virya,vipaka,prabhava,therapeutic_uses,category,contraindications,pacify_dosha,aggravate_dosha,tridosha,source_url
Godugdha,,,"Cow's Milk is considered a supreme rejuvenator (rasayana), nourishing all tissues and pacifying Vata and Pitta.",Madhura,"Guru, Snigdha",Sheeta,Madhura,"Jivaniya, rasayan, Medhya","Cow's Milk is considered a supreme rejuvenator (rasayana), nourishing all tissues and pacifying Vata and Pitta.; Neurological; Rejuvenation","Neurological, Rejuvenation","Use with caution in Kapha aggravation, cold conditions, low digestive fire; May aggravate Kapha dosha; avoid in congestion, obesity, lethargy conditions; Consult an Ayurvedic practitioner before use during pregnancy or lactation","Vata, Pitta",Kapha,False,/p/godugdha.html
Gojihvadi Kwath,,,"A decoction of Gojihva and other herbs, used for fever, cough, and respiratory tract infections.",Tikta,Laghu,Sheeta,Katu,"Jwaraghna, Kasahara","A decoction of Gojihva and other herbs, used for fever, cough, and respiratory tract infections.; Anti-pyretic; Respiratory","Anti-pyretic, Respiratory","Use with caution in Kapha aggravation, cold conditions, low digestive fire; May aggravate Vata dosha; avoid in dry skin, constipation, anxiety conditions; Consult an Ayurvedic practitioner before use during pregnancy or lactation","Pitta, Kapha",Vata,False,/p/gojihvadi-kwath.html
Gomutra,,,Purified Cow's urine is a potent detoxifier and is used in many formulations for skin diseases and obesity.,"Katu, Lavana","Laghu, Tikshna",Ushna,Katu,"Lekhana, Krimighna, Kushtaghna",Anti-parasitic; Dermatological; Metabolic; Purified Cow's urine is a potent detoxifier and is used in many formulations for skin diseases and obesity.,"Anti-parasitic, Dermatological, Metabolic","Use with caution in Pitta aggravation, high acidity, inflammatory conditions; May aggravate Pitta dosha; avoid in burning sensation, ulcers, bleeding disorders; Consult an Ayurvedic practitioner before use during pregnancy or lactation","Kapha, Vata",Pitta,False,/p/gomutra.html
Gulakanda,,,"A sweet preserve of Rose petals, it is an excellent remedy for pacifying Pitta, treating acidity, and cooling the body.",Madhura,"Guru, Snigdha",Sheeta,Madhura,"Amlapittahara, Dahashamana, Virechana","A sweet preserve of Rose petals, it is an excellent remedy for pacifying Pitta, treating acidity, and cooling the body.; Purgative",Purgative,"Use with caution in Kapha aggravation, cold conditions, low digestive fire; May aggravate Kapha dosha; avoid in congestion, obesity, lethargy conditions; Consult an Ayurvedic practitioner before use during pregnancy or lactation",Pitta,Kapha,False,/p/gulakanda.html
Irimedadi Taila,,,"A medicated oil used for oil pulling (gandusha) to treat dental caries, bleeding gums, and other oral health issues.","Kashaya, Tikta",Snigdha,Ushna,Katu,"Dantya, Krimighna","A medicated oil used for oil pulling (gandusha) to treat dental caries, bleeding gums, and other oral health issues.; Anti-parasitic; Dental","Anti-parasitic, Dental","Use with caution in Pitta aggravation, high acidity, inflammatory conditions; May aggravate Pitta dosha; avoid in burning sensation, ulcers, bleeding disorders; Consult an Ayurvedic practitioner before use during pregnancy or lactation","Kapha, Vata",Pitta,False,/p/irimedadi-taila.html
Jatyadi Ghrita,,,"A medicated ghee with Jasmine, it is an excellent remedy for healing chronic non-healing wounds and ulcers.","Tikta, Kashaya",Snigdha,Sheeta,Katu,"Vranaropana, Raktashodhak","A medicated ghee with Jasmine, it is an excellent remedy for healing chronic non-healing wounds and ulcers.; Blood Purification",Blood Purification,"Use with caution in Kapha aggravation, cold conditions, low digestive fire; May aggravate Vata dosha; avoid in dry skin, constipation, anxiety conditions; Consult an Ayurvedic practitioner before use during pregnancy or lactation","Pitta, Kapha",Vata,False,/p/jatyadi-ghrita.html
Kadali Pushpa,,,"The Banana flower is used as a vegetable and medicine for its astringent properties, helpful in diabetes and bleeding disorders.","Kashaya, Madhura",Guru,Sheeta,Katu,"Grahi, Raktastambhana, Pramehaghna","Digestive; The Banana flower is used as a vegetable and medicine for its astringent properties, helpful in diabetes and bleeding disorders.",Digestive,"Use with caution in Kapha aggravation, cold conditions, low digestive fire; May aggravate Vata dosha; avoid in dry skin, constipation, anxiety conditions; Consult an Ayurvedic practitioner before use during pregnancy or lactation","Pitta, Kapha",Vata,False,/p/kadali-pushpa.html
Karpooradi Thailam,,,"An oil with Camphor, used externally to relieve muscle cramps, stiffness, and pain.","Katu, Tikta","Laghu, Tikshna",Ushna,Katu,"Shoolaghna, Vatahara","An oil with Camphor, used externally to relieve muscle cramps, stiffness, and pain.; Analgesic",Analgesic,"Use with caution in Pitta aggravation, high acidity, inflammatory conditions; May aggravate Pitta dosha; avoid in burning sensation, ulcers, bleeding disorders; Consult an Ayurvedic practitioner before use during pregnancy or lactation","Kapha, Vata",Pitta,False,/p/karpooradi-thailam.html
Ksharasutra,,,A medicated alkaline thread used in a specialized surgical procedure for treating fistula-in-ano and piles.,"Katu, Lavana","Tikshna, Lekhana",Ushna,Katu,"Lekhana, Arshoghna",A medicated alkaline thread used in a specialized surgical procedure for treating fistula-in-ano and piles.; Metabolic,Metabolic,"Use with caution in Pitta aggravation, high acidity, inflammatory conditions; May aggravate Pitta dosha; avoid in burning sensation, ulcers, bleeding disorders; Consult an Ayurvedic practitioner before use during pregnancy or lactation","Kapha, Vata",Pitta,False,/p/ksharasutra.html
Kuntalakanti Tailam,,,"A classical herbal hair oil for nourishing the scalp, preventing hair fall, and promoting thick hair growth.","Tikta, Madhura",Snigdha,Sheeta,Madhura,"Keshya, Chakshushya","A classical herbal hair oil for nourishing the scalp, preventing hair fall, and promoting thick hair growth.; Ophthalmological",Ophthalmological,"Use with caution in Kapha aggravation, cold conditions, low digestive fire; May aggravate Kapha dosha; avoid in congestion, obesity, lethargy conditions; Consult an Ayurvedic practitioner before use during pregnancy or lactation","Vata, Pitta",Kapha,False,/p/kuntalakanti-tailam.html
Lodhradi Churna,,,"A powder with Lodhra, used as a face pack to treat acne, blemishes, and improve skin complexion.",Kashaya,Ruksha,Sheeta,Katu,"Varnya, Kushtaghna","A powder with Lodhra, used as a face pack to treat acne, blemishes, and improve skin complexion.; Dermatological",Dermatological,"Use with caution in Kapha aggravation, cold conditions, low digestive fire; May aggravate Vata dosha; avoid in dry skin, constipation, anxiety conditions; Consult an Ayurvedic practitioner before use during pregnancy or lactation","Pitta, Kapha",Vata,False,/p/lodhradi-churna.html
Madhuka Pushpa,,,"The flower of the Madhuka tree is a cooling and strengthening tonic, but can be intoxicating if fermented.",Madhura,"Guru, Snigdha",Sheeta,Madhura,"Balya, Hridaya","Cardiac; Strengthening; The flower of the Madhuka tree is a cooling and strengthening tonic, but can be intoxicating if fermented.","Cardiac, Strengthening","Use with caution in Kapha aggravation, cold conditions, low digestive fire; May aggravate Kapha dosha; avoid in congestion, obesity, lethargy conditions; Consult an Ayurvedic practitioner before use during pregnancy or lactation","Vata, Pitta",Kapha,False,/p/madhuka-pushpa.html
Mahamarichyadi Taila,,,"A potent medicated oil with Black Pepper and other herbs, used externally for skin diseases like psoriasis and eczema.","Katu, Tikta",Tikshna,Ushna,Katu,"Kushtaghna, Kandughna","A potent medicated oil with Black Pepper and other herbs, used externally for skin diseases like psoriasis and eczema.; Dermatological",Dermatological,"Use with caution in Pitta aggravation, high acidity, inflammatory conditions; May aggravate Pitta dosha; avoid in burning sensation, ulcers, bleeding disorders; Consult an Ayurvedic practitioner before use during pregnancy or lactation","Kapha, Vata",Pitta,False,/p/mahamarichyadi-taila.html
Mahatriphala Ghrita,,,"A potent version of Triphala Ghee, excellent for treating a wide range of eye diseases and improving vision.","Kashaya, Madhura",Snigdha,Sheeta,Madhura,"Chakshushya, rasayan","A potent version of Triphala Ghee, excellent for treating a wide range of eye diseases and improving vision.; Ophthalmological; Rejuvenation","Ophthalmological, Rejuvenation","Use with caution in Kapha aggravation, cold conditions, low digestive fire; May aggravate Kapha dosha; avoid in congestion, obesity, lethargy conditions; Consult an Ayurvedic practitioner before use during pregnancy or lactation","Vata, Pitta",Kapha,False,/p/mahatriphala-ghrita.html
Manjisthadi Kwath,,,"A decoction of Manjistha and other herbs, acting as a potent blood purifier for skin diseases and gout.","Tikta, Kashaya","Laghu, Ruksha",Sheeta,Katu,"Raktashodhak, Kushtaghna","A decoction of Manjistha and other herbs, acting as a potent blood purifier for skin diseases and gout.; Blood Purification; Dermatological","Blood Purification, Dermatological","Use with caution in Kapha aggravation, cold conditions, low digestive fire; May aggravate Vata dosha; avoid in dry skin, constipation, anxiety conditions; Consult an Ayurvedic practitioner before use during pregnancy or lactation","Pitta, Kapha",Vata,False,/p/manjisthadi-kwath.html
Masi,,,"A type of ash preparation, often made from herbs or animal products, used for its specific therapeutic effects.","Kashaya, Katu","Laghu, Ruksha",Ushna,Katu,Lekhana,"A type of ash preparation, often made from herbs or animal products, used for its specific therapeutic effects.; Metabolic",Metabolic,"Use with caution in Pitta aggravation, high acidity, inflammatory conditions; May aggravate Pitta dosha; avoid in burning sensation, ulcers, bleeding disorders; Consult an Ayurvedic practitioner before use during pregnancy or lactation","Vata, Kapha",Pitta,False,/p/masi.html
Nirgundi Ghana Vati,,,"A concentrated tablet of Nirgundi, used for its powerful analgesic and anti-inflammatory effects on joints.","Tikta, Katu","Laghu, Ruksha",Ushna,Katu,"Shoolaghna, Vatahara","A concentrated tablet of Nirgundi, used for its powerful analgesic and anti-inflammatory effects on joints.; Analgesic",Analgesic,"Use with caution in Pitta aggravation, high acidity, inflammatory conditions; May aggravate Pitta dosha; avoid in burning sensation, ulcers, bleeding disorders; Consult an Ayurvedic practitioner before use during pregnancy or lactation","Vata, Kapha",Pitta,False,/p/nirgundi-ghana-vati.html
Panchamla Thailam,,,"An oil prepared with five sour herbs, used for external application in rheumatic swelling and pain.",Amla,"Snigdha, Tikshna",Ushna,Amla,"Shothahara, Vatahara","An oil prepared with five sour herbs, used for external application in rheumatic swelling and pain.; Anti-inflammatory",Anti-inflammatory,"Use with caution in Pitta aggravation, high acidity, inflammatory conditions; May aggravate Pitta dosha; avoid in burning sensation, ulcers, bleeding disorders; Consult an Ayurvedic practitioner before use during pregnancy or lactation","Vata, Kapha",Pitta,False,/p/panchamla-thailam.html
Phalatrikadi Kwath,,,"A decoction of Triphala and other herbs, used for vomiting, hyperacidity, and other digestive issues.","Tikta, Kashaya","Laghu, Ruksha",Sheeta,Katu,"Deepana, Pachana","A decoction of Triphala and other herbs, used for vomiting, hyperacidity, and other digestive issues.; Digestive",Digestive,"Use with caution in Kapha aggravation, cold conditions, low digestive fire; May aggravate Vata dosha; avoid in dry skin, constipation, anxiety conditions; Consult an Ayurvedic practitioner before use during pregnancy or lactation","Pitta, Kapha",Vata,False,/p/phalatrikadi-kwath.html
Putikaranja,,,"Caesalpinia bonduc is a bitter tonic used for fever, malaria, and intestinal worms, similar to Latakaranja.","Tikta, Katu","Laghu, Tikshna",Ushna,Katu,"Jwaraghna, Krimighna","Anti-parasitic; Anti-pyretic; Caesalpinia bonduc is a bitter tonic used for fever, malaria, and intestinal worms, similar to Latakaranja.","Anti-parasitic, Anti-pyretic","Use with caution in Pitta aggravation, high acidity, inflammatory conditions; May aggravate Pitta dosha; avoid in burning sensation, ulcers, bleeding disorders; Consult an Ayurvedic practitioner before use during pregnancy or lactation","Kapha, Vata",Pitta,False,/p/putikaranja.html
Sudarshan Churna,,,"A simpler version of Mahasudarshan Churna, it is a bitter powder used effectively for all types of fever.",Tikta,"Laghu, Ruksha",Sheeta,Katu,"Jwaraghna, Amapachana","A simpler version of Mahasudarshan Churna, it is a bitter powder used effectively for all types of fever.; Anti-pyretic",Anti-pyretic,"Use with caution in Kapha aggravation, cold conditions, low digestive fire; May aggravate Vata dosha; avoid in dry skin, constipation, anxiety conditions; Consult an Ayurvedic practitioner before use during pregnancy or lactation","Pitta, Kapha",Vata,False,/p/sudarshan-churna.html
Svalpa Khadiradi Vati,,,"A smaller, simpler version of Khadiradi Vati for mouth ulcers and sore throat.","Kashaya, Tikta",Ruksha,Sheeta,Katu,"Grahi, Kushtaghna","A smaller, simpler version of Khadiradi Vati for mouth ulcers and sore throat.; Dermatological; Digestive","Dermatological, Digestive","Use with caution in Kapha aggravation, cold conditions, low digestive fire; May aggravate Vata dosha; avoid in dry skin, constipation, anxiety conditions; Consult an Ayurvedic practitioner before use during pregnancy or lactation","Kapha, Pitta",Vata,False,/p/svalpa-khadiradi-vati.html
Tila Patra,,,Sesame leaves are used as a poultice for skin issues and are beneficial for hair.,Madhura,Snigdha,Sheeta,Madhura,"Keshya, Vranaropana",Sesame leaves are used as a poultice for skin issues and are beneficial for hair.,General Wellness,"Use with caution in Kapha aggravation, cold conditions, low digestive fire; May aggravate Pitta dosha; avoid in burning sensation, ulcers, bleeding disorders; May aggravate Kapha dosha; avoid in congestion, obesity, lethargy conditions; Consult an Ayurvedic practitioner before use during pregnancy or lactation",Vata,"Pitta, Kapha",False,/p/tila-patra.html
